DHID,MIDX,MIDY,MIDZ,LENGTH,FROM,TO,GEOCOD,FE,SIO2,AL2O3,P,MN,LOI,S,TIO2,MGO,CAO,ACDENS,ASS_TO,LOI425,LOI650,ORE
GD16BS4B0024,527482.209,7502271.929,536.466,1,15,16,265,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0
GD16BS4B0024,527482.238,7502271.754,535.482,1,16,17,265,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0
GD16BS4B0024,527482.268,7502271.578,534.498,1,17,18,265,57.6,6.01,3.54,0.134,0.01,7.45,0.02,0.12,0.06,0.05,-99,100.03,6.25,0.95,0
GD16BS4B0024,527482.297,7502271.403,533.514,1,18,19,265,52.59,9.79,5.67,0.079,0.01,8.44,0.029,0.22,0.09,0.07,-99,99.82,6.5,1.62,0
GD16BS4B0024,527482.326,7502271.228,532.53,1,19,20,265,50.74,10.75,6.74,0.094,0.02,9.14,0.029,0.21,0.07,0.06,-99,99.9,6.9,1.9,0
GD16BS4B0026,526878.141,7502403.541,559.694,1,1,2,265,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0
GD16BS4B0026,526878.029,7502403.529,558.701,1,2,3,265,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0
GD16BS4B0032,526201.174,7502276.359,582.787,1,0,1,265,60.22,6.3,3.24,0.06,0.02,3.5,0.02,0.22,0.06,0.05,-99,99.92,2.63,0.65,0
GD16BS4B0032,526201.003,7502276.426,581.804,1,1,2,265,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0
GD16BS4B0032,526200.833,7502276.492,580.821,1,2,3,265,56.52,14.56,1.66,0.048,0.02,2.62,0.033,0.11,0.05,0.04,-99,100.22,1.88,0.49,0
GD16BS4B0032,526200.662,7502276.559,579.838,1,3,4,265,60.63,8.77,1.09,0.068,0.01,3.04,0.032,0.05,0.03,0.04,-99,100.06,2.38,0.36,0
GD16BS4B0032,526200.491,7502276.625,578.855,1,4,5,265,57.14,12.76,1.44,0.054,0.01,3.66,0.032,0.06,0.03,0.03,-99,100.02,2.92,0.48,0
GD16BS4B0032,526200.329,7502276.695,577.871,1,5,6,265,59.54,8.43,1.33,0.052,0.01,4.42,0.04,0.04,0.09,0.04,-99,99.81,3.8,0.36,0
GD16BS4B0032,526200.175,7502276.768,576.885,1,6,7,265,61.17,5.54,1.14,0.07,0.01,5.48,0.032,0.04,0.05,0.03,-99,100.08,4.9,0.35,0
GD16BS4B0032,526200.022,7502276.841,575.9,1,7,8,265,57.73,10.2,1.66,0.063,0.01,5.01,0.039,0.07,0.01,0.01,-99,99.87,4.23,0.53,0
GD16BS4B0032,526199.869,7502276.914,574.915,1,8,9,265,55.01,14.76,2.23,0.068,0.01,3.89,0.04,0.1,0.03,0.02,-99,100.11,2.99,0.6,0
GD16BS4B0032,526199.715,7502276.987,573.929,1,9,10,265,60.31,7.55,1.26,0.07,0.005,4.48,0.043,0.04,0.01,0.02,-99,99.96,3.87,0.34,0
GD16BS4B0032,526199.562,7502277.06,572.944,1,10,11,265,59.3,6.63,1.54,0.096,0.005,6.23,0.058,0.05,0.02,0.03,-99,99.76,5.46,0.46,0
GD16BS4B0032,526199.409,7502277.134,571.958,1,11,12,265,56.06,10.7,2.55,0.076,0.005,5.94,0.066,0.09,0.02,0.03,-99,99.97,4.96,0.6,0
GD16BS4B0032,526199.255,7502277.207,570.973,1,12,13,265,62.45,4.15,1.07,0.082,0.01,5.15,0.045,0.06,0.03,0.02,-99,100.18,4.58,0.31,0
GD16BS4B0032,526199.102,7502277.28,569.987,1,13,14,265,57.83,6.85,2.63,0.126,0.01,7.31,0.071,0.08,0.02,0.03,-99,100.21,6.44,0.54,0
GD16BS4B0032,526198.949,7502277.353,569.002,1,14,15,265,57.39,7.67,2.8,0.112,0.01,6.98,0.07,0.08,0.02,0.02,-99,100.2,6.01,0.66,0
GD16BS4B0032,526198.797,7502277.426,568.016,1,15,16,265,56.25,7.12,3.99,0.121,0.005,7.66,0.067,0.05,0.02,0.03,-99,99.85,6.32,1.04,0
GD16BS4B0032,526198.646,7502277.5,567.03,1,16,17,265,61.79,2.83,1.68,0.124,0.01,6.49,0.054,0.03,0.02,0.03,-99,99.95,5.88,0.37,0
GD16BS4B0032,526198.495,7502277.573,566.044,1,17,18,265,62.82,2.52,1.43,0.102,0.01,5.7,0.043,0.04,0.02,0.02,-99,99.98,5.1,0.37,0
GD16BS4B0032,526198.344,7502277.647,565.059,1,18,19,265,63.86,2.83,0.98,0.084,0.01,4.18,0.036,0.04,0.03,0.02,-99,99.75,3.7,0.24,0
GD16BS4B0032,526198.193,7502277.721,564.073,1,19,20,265,64.68,2,0.87,0.082,0.01,4.12,0.025,0.03,0.03,0.01,-99,99.88,3.66,0.23,0
GD16BS4B0032,526198.043,7502277.794,563.087,1,20,21,265,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0
GD16BS4B0032,526197.892,7502277.868,562.101,1,21,22,265,63.8,3.33,1,0.09,0.01,4.05,0.025,0.03,0.04,0.02,-99,100.05,3.49,0.26,0
GD16BS4B0032,526197.741,7502277.941,561.115,1,22,23,265,57.17,6.81,4.66,0.07,0.01,6.38,0.025,0.04,0.08,0.03,-99,100.09,4.73,1.38,0
GD16BS4B0034,525452.596,7502213.029,591.282,1,0,1,265,51.91,6.71,2.75,0.086,0.02,8.13,0.182,0.12,0.86,6.2,-99,100.07,2.33,2.75,0
GD16BS4B0034,525452.596,7502213.193,590.295,1,1,2,265,62.49,2.19,1.34,0.096,0.01,4.11,0.243,0.04,0.3,1.66,-99,100.11,2.22,1.45,0
GD16BS4B0034,525452.595,7502213.357,589.309,1,2,3,265,64.99,1.03,1.38,0.104,0.005,3.37,0.296,0.03,0.06,0.14,-99,100.21,1.77,0.6,0
GD16BS4B0034,525452.595,7502213.52,588.322,1,3,4,265,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0
GD16BS4B0034,525452.595,7502213.684,587.336,1,4,5,265,65.32,0.91,1.33,0.078,0.005,3.75,0.164,0.03,0.05,0.04,-99,100.28,2.53,0.39,0
GD16BS4B0034,525452.603,7502213.849,586.35,1,5,6,265,65.92,1,1.25,0.069,0.005,2.85,0.117,0.03,0.03,0.03,-99,100.02,1.8,0.36,0
GD16BS4B0034,525452.622,7502214.015,585.364,1,6,7,265,63.84,2.1,1.9,0.085,0.01,4.07,0.103,0.11,0.02,0.06,-99,100.1,3.08,0.51,0
GD16BS4B0034,525452.64,7502214.181,584.378,1,7,8,265,65.99,0.92,1.07,0.069,0.005,2.83,0.131,0.03,0.02,0.05,-99,99.86,1.95,0.33,0
GD16BS4B0034,525452.659,7502214.347,583.392,1,8,9,265,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0
GD16BS4B0034,525452.677,7502214.513,582.406,1,9,10,265,63.85,0.82,1.14,0.102,0.005,4.94,0.713,0.02,0.04,0.9,-99,101.34,3.13,0.39,0
GD16BS4B0034,525452.696,7502214.679,581.42,1,10,11,265,58.38,2.31,2.62,0.108,0.005,6.77,1.58,0.03,0.04,2.31,-99,101.92,3.71,0.8,0
GD16BS4B0034,525452.715,7502214.846,580.434,1,11,12,265,60.9,1.67,1.63,0.078,0.005,4.89,1.61,0.03,0.06,2.66,-99,102.36,2.97,0.57,0
GD16BS4B0034,525452.733,7502215.012,579.448,1,12,13,265,53.97,1.43,1.99,0.122,0.005,7.14,3.42,0.01,0.09,5.46,-99,102.24,4.81,0.55,0
GD16BS4B0034,525452.752,7502215.178,578.462,1,13,14,265,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0
GD16BS4B0034,525452.771,7502215.344,577.476,1,14,15,265,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0
GD16BS4B0034,525452.79,7502215.511,576.49,1,15,16,265,62.53,0.75,2.13,0.159,0.005,6.47,0.544,0.04,0.04,0.03,-99,100.98,4.47,0.74,0
GD16BS4B0034,525452.811,7502215.681,575.505,1,16,17,265,57.88,7.55,1.78,0.147,0.005,6.77,0.395,0.03,0.04,0.04,-99,100.62,5.11,0.64,0
GD16BS4B0034,525452.829,7502215.825,574.668,0.7,17,17.7,265,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0
GD16BS4B0041,526676.776,7502252.179,580.517,1,10,11,265,60.58,6.31,1.56,0.126,0.01,4.89,0.03,0.2,0.04,0.04,-99,100.16,4.19,0.5,0
GD16BS4B0041,526676.761,7502252.084,579.522,1,11,12,265,63.78,2.18,0.78,0.113,0.01,5.2,0.027,0.03,0.03,0.03,-99,99.85,4.66,0.34,0
GD16BS4B0041,526676.747,7502251.989,578.526,1,12,13,265,63.84,2.65,0.93,0.118,0.02,4.61,0.028,0.2,0.06,0.06,-99,100.28,4,0.4,0
GD16BS4B0041,526676.732,7502251.895,577.531,1,13,14,265,65.45,2.76,0.43,0.093,0.02,2.47,0.014,0.03,0.04,0.05,-99,99.73,2.01,0.25,0
GD16BS4B0041,526676.718,7502251.8,576.535,1,14,15,265,66.13,1.98,0.44,0.084,0.02,2.25,0.017,0.03,0.06,0.07,-99,99.72,1.8,0.24,0
GD16BS4B0041,526676.704,7502251.706,575.54,1,15,16,265,65.12,1.76,0.67,0.124,0.01,3.6,0.027,0.03,0.04,0.06,-99,99.74,3.02,0.32,0
GD16BS4B0041,526676.692,7502251.614,574.544,1,16,17,265,59.57,8.43,0.67,0.125,0.01,5.08,0.027,0.02,0.04,0.04,-99,99.9,4.62,0.29,0
GD16BS4B0041,526676.68,7502251.521,573.549,1,17,18,265,65.55,1.87,0.76,0.099,0.02,3.24,0.023,0.02,0.05,0.04,-99,100.12,2.75,0.29,0
GD16BS4B0041,526676.668,7502251.429,572.553,1,18,19,265,66.75,2.27,0.46,0.087,0.03,1.6,0.016,0.05,0.04,0.02,-99,100.25,1.31,0.16,0
GD16BS4B0041,526676.656,7502251.336,571.557,1,19,20,265,66.43,2.18,0.48,0.137,0.03,1.85,0.017,0.03,0.03,0.02,-99,100.06,1.57,0.17,0
GD16BS4B0041,526676.644,7502251.244,570.562,1,20,21,265,67.43,1.66,0.28,0.071,0.02,1.3,0.018,0.03,0.02,0.01,-99,100.03,1.04,0.12,0
GD16BS4B0041,526676.631,7502251.152,569.566,1,21,22,265,57.99,12.64,0.5,0.101,0.01,3.67,0.016,0.02,0.02,0.02,-99,100.12,3.26,0.23,0
GD16BS4B0041,526676.619,7502251.059,568.57,1,22,23,265,61,8.04,0.75,0.132,0.01,3.57,0.015,0.02,0.02,0.02,-99,100.04,3.16,0.23,0
GD16BS4B0041,526676.607,7502250.967,567.575,1,23,24,265,64.53,2.79,0.83,0.161,0.01,3.62,0.014,0.03,0.03,0.02,-99,100.07,3.24,0.22,0
GD16BS4B0041,526676.595,7502250.874,566.579,1,24,25,265,64.06,4.81,0.75,0.121,0.01,2.59,0.015,0.03,0.03,0.02,-99,100.22,2.15,0.23,0
GD16BS4B0041,526676.583,7502250.783,565.583,1,25,26,265,59.51,8.3,1.04,0.152,0.01,4.91,0.024,0.03,0.05,0.02,-99,99.96,4.48,0.26,0
GD16BS4B0046,516325.647,7498582.603,558.188,1,0,1,435,53.95,8.04,6.98,0.084,0.02,6.99,0.033,0.45,0.05,0.06,-99,100.15,5.09,1.59,0
GD16BS4B0046,516325.62,7498582.434,557.203,1,1,2,435,56.9,5.79,3.43,0.14,0.03,8.65,0.052,0.1,0.04,0.08,-99,100.02,7.39,0.93,0
GD16BS4B0046,516325.594,7498582.265,556.218,1,2,3,435,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0
GD16BS4B0046,516325.567,7498582.096,555.233,1,3,4,435,47.29,13.98,6.14,0.104,0.005,10.37,0.074,0.23,0.09,1.05,-99,100.04,8.04,2,0
GD16BS4B0046,516325.541,7498581.927,554.247,1,4,5,435,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0
GD16BS4B0046,516325.514,7498581.758,553.262,1,5,6,435,53.34,10.54,4.28,0.094,0.005,8.18,0.054,0.15,0.03,0.04,-99,99.94,7.11,0.72,0
GD16BS4B0046,516325.488,7498581.589,552.277,1,6,7,435,49.66,12.56,5.28,0.069,0.005,10.12,0.052,0.49,0.05,0.11,-99,100.05,8.71,1.05,0
GD16BS4B0046,516325.462,7498581.42,551.292,1,7,8,435,48.54,11.51,6.02,0.111,0.005,11.61,0.047,0.51,0.08,0.27,-99,99.93,10.28,1,0
GD16BS4B0046,516325.435,7498581.251,550.306,1,8,9,435,49.63,10.74,5.62,0.174,0.005,10.96,0.046,0.45,0.16,0.37,-99,99.98,9.55,1.08,0
GD16BS4B0046,516325.25,7498580.067,543.41,1,15,16,412,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0
GD16BS4B0046,516325.223,7498579.9,542.424,1,16,17,412,59.64,5.01,2.34,0.108,0.03,6.61,0.018,0.03,0.23,0.03,-99,99.98,5.9,0.53,0
GD16BS4B0046,516325.195,7498579.732,541.439,1,17,18,412,58.6,5.87,4.68,0.097,0.02,5.08,0.015,0.02,0.11,0.02,-99,99.93,3.67,1.25,0
GD16BS4B0046,516325.167,7498579.565,540.453,1,18,19,412,63.47,2.69,1.74,0.089,0.02,4.47,0.008,0.005,0.09,0.02,-99,100.06,3.9,0.45,0
GD16BS4B0046,516325.14,7498579.398,539.468,1,19,20,412,62.51,3.27,2.38,0.085,0.02,4.56,0.01,0.01,0.08,0.01,-99,100,3.75,0.67,0
GD16BS4B0046,516325.112,7498579.23,538.482,1,20,21,412,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0
GD16BS4B0046,516325.084,7498579.063,537.497,1,21,22,412,63.4,2.32,1.59,0.107,0.05,4.81,0.009,0.03,0.11,0.02,-99,99.91,4.24,0.4,0
GD16BS4B0046,516325.056,7498578.895,536.511,1,22,23,412,66.25,1.7,0.92,0.056,0.02,2.4,0.006,0.005,0.05,0.005,-99,100.03,1.9,0.32,0
GD16BS4B0046,516325.029,7498578.728,535.526,1,23,24,412,59.15,5.04,3.52,0.122,0.03,6.31,0.008,0.03,0.07,0.02,-99,99.97,5.15,1,0
GD16BS4B0046,516325.001,7498578.56,534.54,1,24,25,412,52.59,7.93,5.39,0.173,0.05,10.58,0.014,0.1,0.14,0.04,-99,99.96,8.91,1.45,0
GD16BS4B0046,516324.973,7498578.394,533.555,1,25,26,412,53.52,7.39,5.47,0.159,0.03,9.89,0.013,0.03,0.09,0.01,-99,99.91,7.97,1.73,0
GD16BS4B0047,516480.232,7498549.183,577.612,1,0,1,435,61.4,2.83,2.72,0.074,0.05,6.13,0.04,0.2,0.03,0.01,-99,100.11,5.21,0.68,0
GD16BS4B0047,516480.219,7498549.011,576.627,1,1,2,435,60.7,5.53,1.65,0.076,0.06,5.38,0.04,0.09,0.04,0.02,-99,99.9,4.7,0.45,0
GD16BS4B0047,516480.205,7498548.838,575.642,1,2,3,435,62.38,5.28,0.76,0.063,0.03,4.57,0.024,0.04,0.03,0.01,-99,100.16,4,0.33,0
GD16BS4B0047,516480.192,7498548.666,574.657,1,3,4,435,57.9,9.07,1.59,0.064,0.02,6.02,0.035,0.12,0.03,0.01,-99,99.93,5.26,0.46,0
GD16BS4B0047,516480.178,7498548.494,573.672,1,4,5,435,57.31,9.2,1.74,0.096,0.02,6.44,0.032,0.2,0.04,0.02,-99,99.97,5.79,0.43,0
GD16BS4B0047,516480.199,7498548.332,572.686,1,5,6,435,59.69,8.59,0.87,0.101,0.04,4.67,0.023,0.04,0.05,0.02,-99,99.98,4.18,0.31,0
GD16BS4B0047,516480.264,7498548.182,571.699,1,6,7,435,61.67,6.01,0.83,0.088,0.05,4.45,0.023,0.03,0.06,0.02,-99,99.95,3.94,0.31,0
GD16BS4B0047,516480.328,7498548.032,570.713,1,7,8,435,62.03,4.71,0.65,0.088,0.02,5.43,0.034,0.03,0.04,0.02,-99,99.95,4.92,0.33,0
GD16BS4B0047,516480.392,7498547.882,569.726,1,8,9,435,63.07,4.34,0.61,0.109,0.03,4.27,0.027,0.1,0.04,0.01,-99,99.97,3.66,0.32,0
GD16BS4B0047,516480.457,7498547.732,568.74,1,9,10,435,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0
GD16BS4B0047,516480.521,7498547.582,567.753,1,10,11,435,60.58,4.98,1.25,0.158,0.04,6.28,0.061,0.14,0.03,0.005,-99,99.93,5.38,0.51,0
GD16BS4B0047,516480.585,7498547.432,566.766,1,11,12,435,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0
GD16BS4B0047,516480.649,7498547.282,565.78,1,12,13,435,63.81,4.58,0.54,0.06,0.02,3.35,0.019,0.03,0.03,0.005,-99,100.02,2.81,0.26,0
GD16BS4B0047,516480.714,7498547.132,564.793,1,13,14,435,63.84,3.99,0.61,0.077,0.02,3.76,0.022,0.03,0.02,0.01,-99,100.01,3.14,0.29,0
GD16BS4B0047,516480.778,7498546.982,563.807,1,14,15,435,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0
GD16BS4B0047,516480.842,7498546.832,562.82,1,15,16,435,64.02,3.37,0.73,0.111,0.03,3.94,0.02,0.08,0.03,0.01,-99,100.09,3.24,0.31,0
GD16BS4B0047,516480.906,7498546.682,561.833,1,16,17,435,62.45,3.48,1.18,0.1,0.03,5.3,0.029,0.23,0.04,0.01,-99,99.93,4.58,0.36,0
GD16BS4B0047,516480.97,7498546.532,560.847,1,17,18,435,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0
GD16BS4B0047,516481.034,7498546.382,559.86,1,18,19,435,57.64,2.09,2.81,0.28,0.01,11.69,0.04,0.03,0.05,0.01,-99,99.93,10.78,0.64,0
GD16BS4B0047,516481.098,7498546.232,558.873,1,19,20,435,57.25,3.66,2.71,0.21,0.02,10.81,0.043,0.1,0.07,0.02,-99,99.95,9.97,0.57,0
GD16BS4B0047,516481.162,7498546.082,557.887,1,20,21,435,56.92,3.18,3.07,0.215,0.01,11.58,0.042,0.03,0.06,0.01,-99,100.03,10.61,0.7,0
GD16BS4B0047,516481.226,7498545.933,556.9,1,21,22,435,56.85,2.83,3.15,0.23,0.005,11.79,0.049,0.07,0.07,0.01,-99,99.96,10.79,0.7,0
GD16BS4B0047,516481.29,7498545.783,555.914,1,22,23,435,57.61,3.14,3.08,0.184,0.01,10.71,0.054,0.03,0.06,0.01,-99,100.08,9.7,0.71,0
GD16BS4B0047,516481.354,7498545.633,554.927,1,23,24,435,55.11,3.8,4.19,0.188,0.02,11.89,0.07,0.26,0.13,0.02,-99,99.95,10.6,0.88,0
GD16BS4B0047,516481.418,7498545.483,553.94,1,24,25,435,54.9,5.66,3.68,0.196,0.005,11.33,0.045,0.06,0.06,0.005,-99,99.98,10.34,0.72,0
GD16BS4B0048,516491.759,7498739.337,570.907,1,10,11,435,59.17,4.06,0.9,0.06,0.03,9.94,0.022,0.03,0.08,0.18,-99,100.06,9.17,0.62,0
GD16BS4B0048,516491.645,7498739.208,569.922,1,11,12,435,60.93,2.54,0.55,0.066,0.04,9.36,0.016,0.01,0.04,0.1,-99,99.99,8.74,0.51,0
GD16BS4B0048,516491.532,7498739.079,568.937,1,12,13,435,61.15,3.41,0.6,0.07,0.02,8.22,0.014,0.02,0.02,0.005,-99,99.96,7.67,0.43,0
GD16BS4B0048,516491.419,7498738.95,567.952,1,13,14,435,57.16,6.19,3.65,0.103,0.01,7.81,0.023,0.11,0.03,0.04,-99,99.91,6.42,1.15,0
GD16BS4B0048,516491.305,7498738.821,566.967,1,14,15,435,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0
GD16BS4B0048,516491.192,7498738.693,565.982,1,15,16,435,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0
GD16BS4B0048,516491.081,7498738.566,564.996,1,16,17,435,64.1,1.26,0.46,0.121,0.02,6.22,0.018,0.005,0.01,0.005,-99,99.98,5.78,0.35,0
GD16BS4B0048,516490.076,7498737.428,556.125,1,25,26,412,61.2,3.58,1.79,0.118,0.02,6.59,0.042,0.01,0.02,0.01,-99,99.97,5.75,0.61,0
GD16BS4B0048,516489.968,7498737.308,555.138,1,26,27,412,55.99,10.47,2.18,0.132,0.02,6.81,0.042,0.02,0.02,0.005,-99,100.03,5.79,0.76,0
GD16BS4B0048,516489.859,7498737.188,554.151,1,27,28,412,57.05,4.54,4.05,0.118,0.02,9.05,0.093,0.09,0.01,0.005,-99,99.92,7.5,1.13,0
GD16BS4B0048,516489.75,7498737.067,553.165,1,28,29,412,56.68,4.65,4.28,0.132,0.01,9.16,0.09,0.14,0.02,0.005,-99,99.92,7.5,1.23,0
GD16BS4B0048,516489.642,7498736.947,552.178,1,29,30,412,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0
GD16BS4B0048,516489.533,7498736.827,551.191,1,30,31,412,62.4,4.14,1.36,0.084,0.01,4.84,0.031,0.02,0.01,0.005,-99,99.91,4.13,0.45,0
GD16BS4B0048,516489.424,7498736.707,550.204,1,31,32,412,58.98,6.39,2.4,0.101,0.005,6.4,0.047,0.02,0.01,0.005,-99,99.94,5.46,0.69,0
GD16BS4B0048,516489.315,7498736.586,549.217,1,32,33,412,58.83,4.86,2.77,0.098,0.02,7.63,0.08,0.03,0.02,0.005,-99,99.93,6.49,0.81,0
GD16BS4B0048,516489.207,7498736.466,548.231,1,33,34,412,55.45,14.25,1.88,0.085,0.01,4.23,0.035,0.005,0.02,0.005,-99,100,3.38,0.59,0
GD16BS4B0048,516489.098,7498736.346,547.244,1,34,35,412,53.3,16.12,2.94,0.063,0.005,4.54,0.031,0.01,0.03,0.005,-99,100.13,3.37,0.83,0
GD16BS4B0048,516488.991,7498736.228,546.257,1,35,36,412,57.92,11.56,1.57,0.065,0.01,3.73,0.021,0.02,0.04,0.005,-99,100,2.9,0.47,0
GD16BS4B0048,516488.886,7498736.112,545.269,1,36,37,412,62.15,3.82,2.56,0.077,0.01,4.35,0.024,0.02,0.02,0.005,-99,99.92,3.27,0.77,0
GD16BS4B0049,528384.702,7501789.224,492.588,1,60,61,402,64.63,1.17,0.59,0.104,0.04,5.7,0.003,0.02,0.03,0.02,-99,100.28,5.18,0.34,0
GD16BS4B0049,528384.741,7501788.967,491.622,1,61,62,402,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0
GD16BS4B0049,528384.78,7501788.71,490.656,1,62,63,402,66,0.96,0.41,0.089,0.33,3.57,0.003,0.02,0.05,0.03,-99,100.21,3.12,0.24,0
GD16BS4B0049,528384.82,7501788.453,489.691,1,63,64,402,66.06,0.72,0.22,0.08,0.34,3.88,0.002,0.005,0.05,0.02,-99,100.12,3.47,0.23,0
GD16BS4B0049,528384.859,7501788.196,488.725,1,64,65,402,66.03,0.71,0.22,0.076,0.25,4.18,0.002,0.005,0.04,0.02,-99,100.21,3.78,0.21,0
GD16BS4B0049,528384.899,7501787.936,487.76,1,65,66,402,66.08,0.91,0.4,0.066,0.3,3.59,0.001,0.005,0.07,0.02,-99,100.15,3.24,0.21,0
GD16BS4B0049,528384.941,7501787.675,486.796,1,66,67,402,66.73,0.99,0.41,0.079,0.17,2.66,0.002,0.005,0.05,0.02,-99,100.05,2.31,0.2,0
GD16BS4B0049,528384.982,7501787.413,485.832,1,67,68,402,66.54,1.15,0.57,0.074,0.11,2.52,0.002,0.01,0.05,0.02,-99,99.84,2.12,0.24,0
GD16BS4B0049,528385.024,7501787.152,484.867,1,68,69,402,66.14,1.38,0.74,0.071,0.06,2.75,0.001,0.02,0.06,0.02,-99,99.81,2.21,0.32,0
GD16BS4B0049,528385.065,7501786.891,483.903,1,69,70,402,66.74,1.02,0.47,0.069,0.05,2.63,0.003,0.01,0.05,0.02,-99,99.89,2.27,0.22,0
GD16BS4B0049,528385.107,7501786.629,482.939,1,70,71,402,64.45,2.01,1.11,0.123,0.08,4.35,0.002,0.005,0.07,0.02,-99,100.17,3.82,0.41,0
GD16BS4B0049,528385.148,7501786.368,481.974,1,71,72,402,65.82,1.31,0.44,0.08,0.26,3.27,0.003,0.01,0.05,0.02,-99,99.85,2.87,0.25,0
GD16BS4B0049,528385.189,7501786.106,481.01,1,72,73,402,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0
GD16BS4B0049,528385.231,7501785.845,480.046,1,73,74,402,66.36,1.71,0.3,0.06,0.06,2.97,0.001,0.005,0.07,0.02,-99,100.22,2.66,0.18,0
GD16BS4B0049,528385.276,7501785.565,479.087,1,74,75,402,62.75,6.47,0.33,0.072,0.07,2.83,0.002,0.01,0.06,0.02,-99,99.75,2.52,0.2,0
GD16BS4B0049,528385.323,7501785.281,478.129,1,75,76,402,59.38,8.62,2.27,0.079,0.07,3.86,0.002,0.02,0.08,0.02,-99,100.1,3.1,0.68,0
GD16BS4B0049,528385.369,7501784.997,477.171,1,76,77,402,57.96,10.27,1.68,0.126,0.08,4.71,0.004,0.01,0.08,0.02,-99,100.09,4.02,0.58,0
GD16BS4B0049,528385.416,7501784.712,476.214,1,77,78,402,57.28,14.68,0.32,0.068,0.05,2.88,0.001,0.005,0.07,0.02,-99,100.16,2.58,0.22,0
GD16BS4B0050,524350.398,7500887.656,560.451,1,7,8,435,49.34,10.5,7.72,0.131,0.03,9.87,0.08,0.58,0.03,0.07,-99,100.01,8.1,1.33,0
GD16BS4B0050,524350.294,7500887.783,559.465,1,8,9,435,57.68,4.87,2.74,0.15,0.12,8.96,0.071,0.13,0.05,0.05,-99,100.07,7.93,0.65,0
GD16BS4B0050,524350.19,7500887.91,558.478,1,9,10,435,59.87,5.9,2.43,0.086,0.09,5.48,0.045,0.05,0.06,0.03,-99,100.08,4.45,0.68,0
GD16BS4B0050,524350.086,7500888.037,557.492,1,10,11,435,63.74,3.2,1.54,0.046,0.07,3.94,0.031,0.06,0.04,0.03,-99,100.3,3.25,0.43,0
GD16BS4B0050,524349.982,7500888.164,556.505,1,11,12,435,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0
GD16BS4B0050,524349.878,7500888.291,555.519,1,12,13,402,61.72,4.95,2.5,0.049,0.05,3.88,0.029,0.04,0.06,0.03,-99,100.04,2.95,0.69,0
GD16BS4B0050,524349.774,7500888.418,554.532,1,13,14,402,57.87,6.75,4.05,0.067,0.09,5.74,0.04,0.1,0.09,0.04,-99,99.99,4.33,1.07,0
GD16BS4B0050,524349.67,7500888.544,553.546,1,14,15,402,65.59,1.36,0.66,0.072,0.05,3.56,0.025,0.02,0.04,0.02,-99,99.8,3.04,0.26,0
GD16BS4B0050,524349.566,7500888.672,552.56,1,15,16,402,66.28,1.46,0.56,0.074,0.05,3,0.022,0.005,0.04,0.02,-99,100.2,2.48,0.22,0
GD16BS4B0050,524349.461,7500888.799,551.573,1,16,17,402,65.49,1.12,0.48,0.111,0.04,4.16,0.027,0.01,0.04,0.02,-99,99.89,3.68,0.24,0
GD16BS4B0050,524349.356,7500888.927,550.587,1,17,18,402,59.05,4.39,3.24,0.155,0.07,7.24,0.054,0.14,0.08,0.04,-99,100.26,6.04,0.82,0
GD16BS4B0050,524349.25,7500889.055,549.601,1,18,19,402,65.14,1.65,1.13,0.095,0.08,3.74,0.033,0.04,0.04,0.005,-99,100.2,3.09,0.33,0
